"","CELEX_number","casenumber","date_case","date_judgment","judge_rapporteur","JR_Country","judges","advocate_general","chamber","chamber_size","JR_Net_Observations","appointing_party_id","appointing_pm","current_pm","turnover","pm_turnover","eu_ideology","left_right","current_eu_ideology","current_left_right","diff_eu","diff_left_right","legalissue","year","infringement","annulment","failure_to_act","preliminary_reference","staff","CommIsDef","CommIsPl","GermanyPl","FrancePl","ItalyPl","BelgiumPl","LuxembourgPl","NetherlandsPl","United KingdomPl","IrelandPl","DenmarkPl","SpainPl","PortugalPl","GreecePl","AustriaPl","SwedenPl","FinlandPl","GermanyDef","FranceDef","ItalyDef","BelgiumDef","LuxembourgDef","NetherlandsDef","United KingdomDef","IrelandDef","DenmarkDef","SpainDef","PortugalDef","GreeceDef","AustriaDef","SwedenDef","FinlandDef","CommObsPl","CommObsDef","CJEU_Agree_Pl","govislit","netobs","AGforPl"
"1840","61980CJ0072","72/80",1980-03-07,1981-11-12,"O'Keeffe","Ireland","Bosco, Koopmans, O'Keeffe","Capotorti","First Chamber",3,0,1393,"Cosgrave","Haughey",1,1,9.1708,6.4372,7.8389,6.0713,1.3319,0.3659,"Is the remainder of the application admissible?",1981,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1841","61980CJ0072","72/80",1980-03-07,1981-11-12,"O'Keeffe","Ireland","Bosco, Koopmans, O'Keeffe","Capotorti","First Chamber",3,0,1393,"Cosgrave","Haughey",1,1,9.1708,6.4372,7.8389,6.0713,1.3319,0.3659,"How must Article 106 of the Staff Regulations be interpretted",1981,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1842","61980CJ0095","95/80",1980-03-11,1981-02-03,"Pescatore","Luxembourg","Bosco, Koopmans, Mackenzie Stuart, Mertens de Wilmars, O'Keeffe, Pescatore, Touffait","Capotorti","Grand Chamber",7,0,1234,"Werner","Werner",0,0,NA,6.4474,NA,6.4474,NA,0,"Whether, in assessing disturbances in trade to determine the validity of monetary compensatory amounts, a products position may be considered without competitve products throughout the market",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1843","61980CJ0096","96/80",1980-03-12,1981-03-31,"Bosco","Italy","Bosco, Due, Everling, Koopmans, Mackenzie Stuart, Mertens de Wilmars, O'Keeffe, Pescatore, Touffait","Warner","Grand Chamber",9,0,1633,"Moro","Cossiga",0,1,8.9667,5.6611,8.9667,5.6611,0,0,"Whether the fact that work paid at time rates is remunerated at an hourly rate which varies depending on the number of hours worked per week offends principles of equal pay in art 119, and who must decide whether discrimination exists.",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-2,0
"1844","61980CJ0096","96/80",1980-03-12,1981-03-31,"Bosco","Italy","Bosco, Due, Everling, Koopmans, Mackenzie Stuart, Mertens de Wilmars, O'Keeffe, Pescatore, Touffait","Warner","Grand Chamber",9,0,1633,"Moro","Cossiga",0,1,8.9667,5.6611,8.9667,5.6611,0,0,"Whether art 119 of the Treaty applies directly to all forms of discrimination which may be identified solely with the aid of criteria of equal work and equal pay referred to by 119 and require no other provision to permit their application.",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"1845","61980CJ0098","98/80",1980-03-13,1981-05-14,"O'Keeffe","Ireland","Bosco, Koopmans, O'Keeffe","Warner","First Chamber",3,0,1393,"Cosgrave","Haughey",1,1,9.1708,6.4372,7.8389,6.0713,1.3319,0.3659,"Whether art 51 allows the recipient of a pension, when lawfully owed by two different member states, to receive an amount greater than one member state reimburses the other pursuant to EEC law.",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1846","61980CJ0099","99/80",1980-03-17,1981-03-31,"Koopmans","Netherlands","Bosco, Due, Everling, Koopmans, Mackenzie Stuart, Mertens de Wilmars, O'Keeffe, Pescatore, Touffait","Warner","Grand Chamber",9,0,235,"Van Agt","Van Agt",0,0,7.7157,5.9376,7.7157,5.9376,0,0,"Whether a person who has been compulsorily insured as self-employed in one member state, and is compulsorily insured as employed in another must be considered a worker within arts 1(a) and 2(1) of 1408/71 throughout the community.",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0
"1847","61980CJ0100","100/80",1980-03-21,1983-06-07,"Due","Denmark","Bahlmann, Bosco, Due, Everling, Galmot, Koopmans, Mertens de Wilmars, O'Keeffe, Pescatore","Slynn","Grand Chamber",9,0,1629,"Jorgensen","Jorgensen",0,0,7.4311,3.8011,7.4311,3.8011,0,0,"Should the Commission decision of 12/14/79 relating to a proceeding under Art 85 (Pioneer Hi-fi equiptment) be annulled?",1983,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1848","61980CJ0100","100/80",1980-03-21,1983-06-07,"Due","Denmark","Bahlmann, Bosco, Due, Everling, Galmot, Koopmans, Mertens de Wilmars, O'Keeffe, Pescatore","Slynn","Grand Chamber",9,0,1629,"Jorgensen","Jorgensen",0,0,7.4311,3.8011,7.4311,3.8011,0,0,"Should the fines imposed on the applicants by the Commission be reduced?",1983,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1849","61980CJ0100","100/80",1980-03-21,1983-06-07,"Due","Denmark","Bahlmann, Bosco, Due, Everling, Galmot, Koopmans, Mertens de Wilmars, O'Keeffe, Pescatore","Slynn","Grand Chamber",9,0,1629,"Jorgensen","Jorgensen",0,0,7.4311,3.8011,7.4311,3.8011,0,0,"Should the applicants be allowed to pay the reduced fine by installments of an acceptable amount?",1983,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1850","61980CJ0104","104/80",1980-03-25,1981-02-19,"Touffait","France","Due, Pescatore, Touffait","Reischl","Second Chamber",3,0,1094,"Chirac","Barre",1,1,7.9,8.2,NA,NA,NA,NA,"Whether art 10(1)(a) of reg 574/72 suspends payment of family benefits/allowances payable under legislation of the state of employment only up to the amount received respecting the same period and family member in the state of residence.",1981,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"1851","61980CJ0104","104/80",1980-03-25,1981-02-19,"Touffait","France","Due, Pescatore, Touffait","Reischl","Second Chamber",3,0,1094,"Chirac","Barre",1,1,7.9,8.2,NA,NA,NA,NA,"Whether art 73 and 13(2)(a) together entitle a fronteir  worker residing with his wife and children in a members tate other than the state of his employment to family allowances in the latter state.",1981,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"1852","61980CJ0105","105/80",1980-03-28,1981-06-25,"Pescatore","Luxembourg","Due, Pescatore, Touffait","Capotorti","Second Chamber",3,0,1234,"Werner","Werner",0,0,NA,6.4474,NA,6.4474,NA,0,"Whether it is possible for a servant to simultaneously come within the scope of both the Staff Regs and the Conditions of Employment of Other Servants",1981,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1853","61980CJ0106","106/80",1980-03-28,1981-11-19,"Koopmans","Netherlands","Bosco, Koopmans, O'Keeffe","Slynn","First Chamber",3,0,235,"Van Agt","Van Agt",0,0,7.7157,5.9376,7.7157,5.9376,0,0,"What action should be taken as regards the applicant's request for the award of dmaages for hamr cause by allegedly unlawful decisions taken by the Commision?",1981,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1854","61980CJ0106","106/80",1980-03-28,1981-11-19,"Koopmans","Netherlands","Bosco, Koopmans, O'Keeffe","Slynn","First Chamber",3,0,235,"Van Agt","Van Agt",0,0,7.7157,5.9376,7.7157,5.9376,0,0,"Whether an official who fails to contest in due time a decision of the appointing authority affecting him is permitted to rely on the alleged unlawfulness of that decision in an action for damages.",1981,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1855","61980CJ0106","106/80",1980-03-28,1981-11-19,"Koopmans","Netherlands","Bosco, Koopmans, O'Keeffe","Slynn","First Chamber",3,0,235,"Van Agt","Van Agt",0,0,7.7157,5.9376,7.7157,5.9376,0,0,"Whether the distinction between auxiliary staff and temporary staff is that the former generally perform administrative work without a listed post, and their contracts are more precarious because they are more transitory.",1981,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1856","61980CJ0107","107/80",1980-04-03,1981-06-03,"Mertens de Wilmars","Belgium","Bosco, Due, Everling, Mackenzie Stuart, Mertens de Wilmars, O'Keeffe, Touffait","Capotorti","Grand Chamber",7,0,1051,"Vanden Boeynants","Martens",1,1,8.3,6.2,8.9013,5.7667,0.6013,0.4333,"Is the application for a declaration that the Commision's decision contained in letter No 01766 valid?",1981,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"1857","61980CJ0108","108/80",1980-04-08,1981-02-05,"Koopmans","Netherlands","Bosco, Koopmans, O'Keeffe","Reischl","First Chamber",3,0,235,"Van Agt","Van Agt",0,0,7.7157,5.9376,7.7157,5.9376,0,0,"Whether member states are bound to authorize for use in foodstuffs all substances permitted by directive 64/54, or whether they have some discretion in authorizing preservatives for use in foodstuffs.",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0
"1858","61980CJ0109","109/80",1980-04-08,1981-03-25,"Everling","Germany","Everling, Mackenzie Stuart, Mertens de Wilmars","Reischl","Third Chamber",3,0,558,"Schmidt","Schmidt",0,0,7.9318,3.6451,7.9318,3.6451,0,0,"Whether the requirement of publication in art 4, reg 1023/70 applies to the first paragraph of art 1, decision 75/210 on unilateral import arrangements in respect of state trading countries, as amended by 79/252",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0
"1859","61980CJ0111","111/80",1980-04-18,1981-05-14,"O'Keeffe","Ireland","Bosco, Koopmans, O'Keeffe","Warner","First Chamber",3,0,1393,"Cosgrave","Haughey",1,1,9.1708,6.4372,7.8389,6.0713,1.3319,0.3659,"Whether art 111 (reg 574/72) deals exhaustively with the recovery of amount overpaid to a worker who has received provisional benefits under art 45(1), and leves member states no freedom to legislate thereon.",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1860","61980CJ0112","112/80",1980-04-18,1981-05-05,"Bosco","Italy","Bosco, Chloros, Due, Everling, Koopmans, Mackenzie Stuart, Mertens de Wilmars, O'Keeffe, Touffait","Reischl","Grand Chamber",9,0,1633,"Moro","Cossiga",0,1,8.9667,5.6611,8.9667,5.6611,0,0,"Whether art 110 (EEC Treaty) can be interpreted as prohibiting the Community from enacting, upon infringement of the Treaty, any measure affecting trade with non-member states even with risk of disturbing art 39 and justified by EEC law.",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1861","61980CJ0113","113/80",1980-04-28,1981-06-17,"Touffait","France","Bosco, Chloros, Due, Everling, Koopmans, Mackenzie Stuart, O'Keeffe, Pescatore, Touffait","Capotorti","Grand Chamber",9,0,1094,"Chirac","Barre",1,1,7.9,8.2,NA,NA,NA,NA,"Whether a national requirement that all imported souvenires and articles of jewellery bear an indication of origin or the word foreign constitutes a measure having equivalent effect within meaning of art 30",1981,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"1862","61980CJ0114","114/80",1980-05-02,1981-03-26,"Pescatore","Luxembourg","Due, Pescatore, Touffait","Reischl","Second Chamber",3,0,1234,"Werner","Werner",0,0,NA,6.4474,NA,6.4474,NA,0,"Whether the concept of non-alcoholic beverages (hdng 22.02) includes a product composed of brewers yeast, water, and 3.9% citrus juice, put in liquid form and made potable, and intended to be consumed in small quantities for health.",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1863","61980CJ0115","115/80",1980-05-02,1981-12-17,"Bosco","Italy","Bosco, Koopmans, O'Keeffe","Rozès","First Chamber",3,0,1633,"Moro","Cossiga",0,1,8.9667,5.6611,8.9667,5.6611,0,0,"Whether the administrations refusal to allow an officials counsel access to a disciplinary file during proceedings in which the Disciplinary Board is not involved constitutes a breach of a fundamental principle the ECJ must uphold",1981,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1864","61980CJ0116","116/80",1980-05-05,1981-07-02,"O'Keeffe","Ireland","Bosco, Koopmans, O'Keeffe","Slynn","First Chamber",3,0,1393,"Cosgrave","Haughey",1,1,9.1708,6.4372,7.8389,6.0713,1.3319,0.3659,"Whether the provisions of reg 1408/71 prevent national rules against overlapping benefits from being applied to a worker receiving pension under that national legislation",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,0
"1865","61980CJ0116","116/80",1980-05-05,1981-07-02,"O'Keeffe","Ireland","Bosco, Koopmans, O'Keeffe","Slynn","First Chamber",3,0,1393,"Cosgrave","Haughey",1,1,9.1708,6.4372,7.8389,6.0713,1.3319,0.3659,"Whether it is permissible for the institution of a member state to apply national rules for the aggregation and apportionment of periods of insurance which are less favorable to the worker than those contained in reg. 574/71",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1866","61980CJ0116","116/80",1980-05-05,1981-07-02,"O'Keeffe","Ireland","Bosco, Koopmans, O'Keeffe","Slynn","First Chamber",3,0,1393,"Cosgrave","Haughey",1,1,9.1708,6.4372,7.8389,6.0713,1.3319,0.3659,"Whether, if under national legislation a worker who is able to establish a certain number of years insurance is entitled to a full pension, that full pension amount must be considered with art 46.",1981,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1867","61980CJ0116","116/80",1980-05-05,1981-07-02,"O'Keeffe","Ireland","Bosco, Koopmans, O'Keeffe","Slynn","First Chamber",3,0,1393,"Cosgrave","Haughey",1,1,9.1708,6.4372,7.8389,6.0713,1.3319,0.3659,"Whether, when a worker receives invalidity benefits converted by national rules to old age pension, and invalidity benefits in another state, all benefits should be regarded as the same and national rules against overlapping are precluded.",1981,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"1868","61980CJ0122","122/80",1980-04-10,1981-11-19,"Everling","Germany","Everling, Mackenzie Stuart, Touffait","Capotorti","Third Chamber",3,0,558,"Schmidt","Schmidt",0,0,7.9318,3.6451,7.9318,3.6451,0,0,"Whether moulded modules and similar types in Note 5(B) refer to indivisible manufactured modules separable for repair only at a cost (at time of importation) disproportionate to its value",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1869","61980CJ0122","122/80",1980-04-10,1981-11-19,"Everling","Germany","Everling, Mackenzie Stuart, Touffait","Capotorti","Third Chamber",3,0,558,"Schmidt","Schmidt",0,0,7.9318,3.6451,7.9318,3.6451,0,0,"Whether the condition of miniaturization within Note 5(B) is relative to technological capabilities at the time of importation, based on the apparent manufacturers effort to save space by using small components and grouping them densely.",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"1870","61980CJ0122","122/80",1980-04-10,1981-11-19,"Everling","Germany","Everling, Mackenzie Stuart, Touffait","Capotorti","Third Chamber",3,0,558,"Schmidt","Schmidt",0,0,7.9318,3.6451,7.9318,3.6451,0,0,"Whether hybrid integrated circuits in Note 5(B)(c) may be assembled by using as semi-conductors miniaturized discrete components with, or without, other components",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1871","61980CJ0122","122/80",1980-04-10,1981-11-19,"Everling","Germany","Everling, Mackenzie Stuart, Touffait","Capotorti","Third Chamber",3,0,558,"Schmidt","Schmidt",0,0,7.9318,3.6451,7.9318,3.6451,0,0,"Whether the expression discrete components within Note 5(B)(a), chpt 85 Common Customs Tariff, denotes physical units consisting of a single electric circuit element and single electrical function.",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1872","61980CJ0124","124/80",1980-05-22,1981-06-02,"Mackenzie Stuart","United Kingdom","Bosco, Due, Everling, Koopmans, Mackenzie Stuart, Mertens de Wilmars, O'Keeffe, Pescatore, Touffait","Reischl","Grand Chamber",9,-1,1556,"Wilson","Thatcher",1,1,6.9923,4.3562,2.3243,7.4261,4.668,3.0699,"Whether the measures adopted by Netherlands authorities establishing interim measures on limits on fishing are valid.",1981,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1873","61980CJ0125","125/80",1980-05-23,1981-10-29,"Due","Denmark","Chloros, Due, Grévisse","Rozès","Second Chamber",3,0,1629,"Jorgensen","Jorgensen",0,0,7.4311,3.8011,7.4311,3.8011,0,0,"Should the Commission Decision of 17 July 1979 be annulled?",1981,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1874","61980CJ0126","126/80",1980-05-27,1981-06-16,"Bosco","Italy","Bosco, Chloros, Due, Everling, Mackenzie Stuart, Mertens de Wilmars, O'Keeffe, Pescatore, Touffait","Reischl","Grand Chamber",9,0,1633,"Moro","Cossiga",0,1,8.9667,5.6611,8.9667,5.6611,0,0,"Whether an exclusive distribution agreement concluded by trade-union associations constitutes an agreement to which only two undertakings are party within meaning of 67/67, is thus exempted from 85(1) of the treaty",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"1875","61980CJ0126","126/80",1980-05-27,1981-06-16,"Bosco","Italy","Bosco, Chloros, Due, Everling, Mackenzie Stuart, Mertens de Wilmars, O'Keeffe, Pescatore, Touffait","Reischl","Grand Chamber",9,0,1633,"Moro","Cossiga",0,1,8.9667,5.6611,8.9667,5.6611,0,0,"Whether a selective distribution clause restricting the supply of products covered by the agreement in question infringes on 85(1) or 86 if it appears that authorized retailers are selected by objective criteria applied non-discriminatorily",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1876","61980CJ0126","126/80",1980-05-27,1981-06-16,"Bosco","Italy","Bosco, Chloros, Due, Everling, Mackenzie Stuart, Mertens de Wilmars, O'Keeffe, Pescatore, Touffait","Reischl","Grand Chamber",9,0,1633,"Moro","Cossiga",0,1,8.9667,5.6611,8.9667,5.6611,0,0,"May the contested agreement qualify for block exemption under Reg 19/65 of the Council and under Reg 67/67 of the Commission?",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"1877","61980CJ0126","126/80",1980-05-27,1981-06-16,"Bosco","Italy","Bosco, Chloros, Due, Everling, Mackenzie Stuart, Mertens de Wilmars, O'Keeffe, Pescatore, Touffait","Reischl","Grand Chamber",9,0,1633,"Moro","Cossiga",0,1,8.9667,5.6611,8.9667,5.6611,0,0,"May the contested agreement qualify for exemption udner Art 85(3) of the Treaty if it is established that their purpose is to contribute to an improvement in distribution?",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"1878","61980CJ0127","127/80",1980-05-27,1982-03-11,"O'Keeffe","Ireland","Bosco, Koopmans, O'Keeffe","Capotorti","First Chamber",3,0,1393,"Cosgrave","Haughey",1,1,9.1708,6.4372,7.8389,6.0713,1.3319,0.3659,"Whether changes in the amounts actually paid to the pensioner, due solely to the effect of exchange rates and weightings, encroached upon pension rights when they affected benefits payments under art 45 and 46",1982,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1879","61980CJ0130","130/80",1980-05-29,1981-02-19,"Touffait","France","Due, Pescatore, Touffait","Capotorti","Second Chamber",3,0,1094,"Chirac","Barre",1,1,7.9,8.2,NA,NA,NA,NA,"Whether measures having an effect equivalent to quantitative restrictions on imports from art 30 covers national rules restricting amounts of dry matter in bread when they apply to importation of bread lawfully produced in another member state.",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1
"1880","61980CJ0132","132/80",1980-06-02,1981-04-07,"Pescatore","Luxembourg","Bosco, Chloros, Due, Everling, Mackenzie Stuart, Mertens de Wilmars, O'Keeffe, Pescatore, Touffait","Capotorti","Grand Chamber",9,0,1234,"Werner","Werner",0,0,NA,6.4474,NA,6.4474,NA,0,"Whether in the absence of a harmonization of Community health inspection rules any measures of member state controls (on hlth inspectns) which exceed what is necessary and hinder trade may be invalid under art 30.",1981,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1
"1881","61980CJ0132","132/80",1980-06-02,1981-04-07,"Pescatore","Luxembourg","Bosco, Chloros, Due, Everling, Mackenzie Stuart, Mertens de Wilmars, O'Keeffe, Pescatore, Touffait","Capotorti","Grand Chamber",9,0,1234,"Werner","Werner",0,0,NA,6.4474,NA,6.4474,NA,0,"Whether an inspection levy for health inspection of imported fished determined and imposed without objective justification which are not comparable to those applied to similar domestic products are prohibited by the EEC Treaty.",1981,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1
"1882","61980CJ0133","133/80",1980-06-02,1981-02-17,"Mertens de Wilmars","Belgium","Bosco, Chloros, Due, Everling, Koopmans, Mertens de Wilmars, O'Keeffe, Pescatore, Touffait","Reischl","Grand Chamber",9,0,1051,"Vanden Boeynants","Martens",1,1,8.3,6.2,8.9013,5.7667,0.6013,0.4333,"Whether a member state may plead provisions, practices or circumstances existing in its internal legal system in order to justify a failure to comply with obligations and time limits resulting from Community directives.",1981,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"1883","61980CJ0136","136/80",1980-06-06,1981-09-17,"Bosco","Italy","Bosco, Koopmans, O'Keeffe","Capotorti","First Chamber",3,0,1633,"Moro","Cossiga",0,1,8.9667,5.6611,8.9667,5.6611,0,0,"Whether in art 35, reg 542/69 (Oct 29, 1976 version) the words degene die zekerheid heeft gesteld (Dutch version), in an art 27(3) joint and several guarantee, cover the principal.",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1884","61980CJ0137","137/80",1980-06-09,1981-10-20,"Chloros","Greece","Bosco, Chloros, Due, Koopmans, Mackenzie Stuart, Mertens de Wilmars, O'Keeffe, Pescatore, Touffait","Capotorti","Grand Chamber",9,0,47,"Rallis","Rallis",0,0,8.9869,6.7365,8.9869,6.7365,0,0,"Has the Kingdom of Belgium failed to fulfil its Treaty obligations by refusing to adopt the measures necessary for the transfer to the Community pension scheme of sums due to be repaid under the Belgian pension scheme?",1981,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"1885","61980CJ0139","139/80",1980-06-11,1981-03-18,"Mertens de Wilmars","Belgium","Everling, Mackenzie Stuart, Mertens de Wilmars","Reischl","Third Chamber",3,0,1051,"Vanden Boeynants","Martens",1,1,8.3,6.2,8.9013,5.7667,0.6013,0.4333,"Whether an independent agent who merely negotiates business for an undertaking but is uninvolved in its operation, and is not bound to represent exclusively that business, is a branch or agency within meaning of art 5(5) (Convention on Jurisdic",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"1886","61980CJ0142","142/80",1980-06-12,1981-05-27,"Pescatore","Luxembourg","Bosco, Due, Everling, Koopmans, Mackenzie Stuart, Mertens de Wilmars, O'Keeffe, Pescatore, Touffait","Capotorti","Grand Chamber",9,0,1234,"Werner","Werner",0,0,NA,6.4474,NA,6.4474,NA,0,"Whether a system of differential taxation whereby tax exemption/reduction is granted conditional upon the inspection of the product on national territory is discriminatory and is prohibited by art 95.",1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1
